Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,base-chair-redirect (product.metafields.custom.base_chair_redirect),custom-chair-product (product.metafields.custom.custom_chair_product),Custom-Product-field (product.metafields.custom.custom_product_field),ddd (product.metafields.custom.ddd),Delivery Time (product.metafields.custom.delivery_time),Delivered Date (product.metafields.custom.launchtip_delivered_date),Delivery Timer Text Base Timer (product.metafields.custom.launchtip_delivery_timer),Estimated Arrival Date (product.metafields.custom.launchtip_estimate_arrival_date),Order Dispatch Date (product.metafields.custom.launchtip_order_dispatch_date),Order Place Date (product.metafields.custom.launchtip_order_place_date),new_yerba_dinks_fields (product.metafields.custom.new_yerba_dinks_fields),tom (product.metafields.custom.tom),toom (product.metafields.custom.toom),Top-Desk-Bulk (product.metafields.custom.top_desk_bulk),yerba-energy-drinks (product.metafields.custom.yerba_energy_drinks),EasyReviews: Rating (product.metafields.easyreview.rating),Product rating count (product.metafields.reviews.rating_count),Accessory size (product.metafields.shopify.accessory-size),Age group (product.metafields.shopify.age-group),Backrest type (product.metafields.shopify.backrest-type),Band color (product.metafields.shopify.band-color),Bat material (product.metafields.shopify.bat-material),Case color (product.metafields.shopify.case-color),Closure type (product.metafields.shopify.closure-type),Color (product.metafields.shopify.color-pattern),Fabric (product.metafields.shopify.fabric),Footwear material (product.metafields.shopify.footwear-material),Furniture/Fixture material (product.metafields.shopify.furniture-fixture-material),Headwear features (product.metafields.shopify.headwear-features),Neckline (product.metafields.shopify.neckline),Seat structure (product.metafields.shopify.seat-structure),Seat type (product.metafields.shopify.seat-type),Shoe features (product.metafields.shopify.shoe-features),Shoe size (product.metafields.shopify.shoe-size),Size (product.metafields.shopify.size),Sleeve length type (product.metafields.shopify.sleeve-length-type),Target gender (product.metafields.shopify.target-gender),Top length type (product.metafields.shopify.top-length-type),Watch display (product.metafields.shopify.watch-display),Watch features (product.metafields.shopify.watch-features),Watch material (product.metafields.shopify.watch-material),Snowboard binding mount (product.metafields.test_data.binding_mount),Snowboard length (product.metafields.test_data.snowboard_length),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / Canada,Price / Canada,Compare At Price / Canada,Status,Handle,Title,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,SKU,HS Code,COO,Shop location,My Custom Location,Snow City Warehouse
vans-authentic-butterfly-true-white-black,,,,,,,,,5,,,white,,,,,VN-03-5-white,0.0,shopify,deny,manual,109.95,,True,True,,,,,,https://cdn.shopify.com/s/files/1/0707/7753/6680/files/product_3_image2.jpg?v=1756098609,2.0,VANS | AUTHENTIC (BUTTERFLY) TRUE | WHITE / BLACK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,vans-authentic-butterfly-true-white-black,VANS | AUTHENTIC (BUTTERFLY) TRUE | WHITE / BLACK,Size,7,Color,white,,,VN-03-7-white,,,15,not stocked,not stocked
vans-authentic-butterfly-true-white-black,,,,,,,,,6,,,white,,,,,VN-03-6-white,0.0,shopify,deny,manual,109.95,,True,True,,,,,,https://cdn.shopify.com/s/files/1/0707/7753/6680/files/product_3_image3.jpg?v=1756098609,3.0,VANS | AUTHENTIC (BUTTERFLY) TRUE | WHITE / BLACK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,vans-authentic-butterfly-true-white-black,VANS | AUTHENTIC (BUTTERFLY) TRUE | WHITE / BLACK,Size,8,Color,white,,,VN-03-8-white,,,15,not stocked,not stocked
vans-authentic-butterfly-true-white-black,,,,,,,,,7,,,white,,,,,VN-03-7-white,0.0,shopify,deny,manual,109.95,,True,True,,,,,,https://cdn.shopify.com/s/files/1/0707/7753/6680/files/product_3_image4.jpg?v=1756098609,4.0,VANS | AUTHENTIC (BUTTERFLY) TRUE | WHITE / BLACK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,vans-authentic-butterfly-true-white-black,VANS | AUTHENTIC (BUTTERFLY) TRUE | WHITE / BLACK,Size,9,Color,white,,,VN-03-9-white,,,15,not stocked,not stocked
vans-authentic-butterfly-true-white-black,,,,,,,,,8,,,white,,,,,VN-03-8-white,0.0,shopify,deny,manual,109.95,,True,True,,,,,,https://cdn.shopify.com/s/files/1/0707/7753/6680/files/product_3_image5.jpg?v=1756098609,5.0,VANS | AUTHENTIC (BUTTERFLY) TRUE | WHITE / BLACK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,vans-era-59-moroccan-geo-dress-blues,"VANS |
ERA 59 MOROCCAN | GEO/DRESS BLUES",Size,8,Color,blue,,,VN-04-8-blue,,,21,not stocked,not stocked
vans-authentic-butterfly-true-white-black,,,,,,,,,9,,,white,,,,,VN-03-9-white,0.0,shopify,deny,manual,109.95,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,vans-era-59-moroccan-geo-dress-blues,"VANS |
ERA 59 MOROCCAN | GEO/DRESS BLUES",Size,9,Color,blue,,,VN-04-9-blue,,,21,not stocked,not stocked
vans-authentic-multi-eyelets-gradient-crimson,VANS | AUTHENTIC | (MULTI EYELETS) | GRADIENT/CRIMSON,"The forefather of the Vans family, the Vans Authentic was introduced in 1966 and nearly 4 decades later is still going strong, its popularity extending from the original fans - skaters and surfers to all sorts. The Vans Authentic is constructed from canvas and Vans' signature waffle outsole construction.",VANS,Uncategorized,SHOES,"clothes, egnition-sample-data, men, summer, vans",True,Size,5,,Color,red,,,,,VN-02-5-red,0.0,shopify,deny,manual,99.95,,True,True,,,,,,https://cdn.shopify.com/s/files/1/0707/7753/6680/files/product_2_image1.jpg?v=1756098602,1.0,VANS | AUTHENTIC | (MULTI EYELETS) | GRADIENT/CRIMSON,False,,,,,,,,Delivered,🚚 Order within the next {{ countdown }} for delivery by {{ deliverydate }}.,Estimated arrival,Estimated dispatch,Order placed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,True,,,active,vans-era-59-moroccan-geo-dress-blues,"VANS |
ERA 59 MOROCCAN | GEO/DRESS BLUES",Size,10,Color,blue,,,VN-04-10-blue,,,21,not stocked,not stocked
vans-authentic-multi-eyelets-gradient-crimson,,,,,,,,,6,,,red,,,,,VN-02-6-red,0.0,shopify,deny,manual,99.95,,True,True,,,,,,https://cdn.shopify.com/s/files/1/0707/7753/6680/files/product_2_image2.jpg?v=1756098602,2.0,VANS | AUTHENTIC | (MULTI EYELETS) | GRADIENT/CRIMSON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,vans-era-59-moroccan-geo-dress-blues,"VANS |
ERA 59 MOROCCAN | GEO/DRESS BLUES",Size,13,Color,blue,,,VN-04-13-blue,,,21,not stocked,not stocked
vans-authentic-multi-eyelets-gradient-crimson,,,,,,,,,7,,,red,,,,,VN-02-7-red,0.0,shopify,deny,manual,99.95,,True,True,,,,,,https://cdn.shopify.com/s/files/1/0707/7753/6680/files/product_2_image3.jpg?v=1756098602,3.0,VANS | AUTHENTIC | (MULTI EYELETS) | GRADIENT/CRIMSON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,vans-sk8-hi-decon-cutout-leaves-white,VANS | SK8-HI DECON (CUTOUT)| LEAVES/WHITE,Size,4,Color,white,,,"VN-05
-4-white",,,5,not stocked,not stocked
vans-authentic-multi-eyelets-gradient-crimson,,,,,,,,,8,,,red,,,,,VN-02-8-red,0.0,shopify,deny,manual,99.95,,True,True,,,,,,https://cdn.shopify.com/s/files/1/0707/7753/6680/files/product_2_image4.jpg?v=1756098603,4.0,VANS | AUTHENTIC | (MULTI EYELETS) | GRADIENT/CRIMSON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,vans-sk8-hi-decon-cutout-leaves-white,VANS | SK8-HI DECON (CUTOUT)| LEAVES/WHITE,Size,5,Color,white,,,"VN-05
-5-white",,,5,not stocked,not stocked
vans-authentic-multi-eyelets-gradient-crimson,,,,,,,,,9,,,red,,,,,VN-02-9-red,0.0,shopify,deny,manual,99.95,,True,True,,,,,,https://cdn.shopify.com/s/files/1/0707/7753/6680/files/product_2_image5.jpg?v=1756098603,5.0,VANS | AUTHENTIC | (MULTI EYELETS) | GRADIENT/CRIMSON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,vans-sk8-hi-decon-cutout-leaves-white,VANS | SK8-HI DECON (CUTOUT)| LEAVES/WHITE,Size,6,Color,white,,,"VN-05
-6-white",,,5,not stocked,not stocked
vans-authentic-lo-pro-burgandy-white,VANS |AUTHENTIC | LO PRO | BURGANDY/WHITE,"The forefather of the Vans family, the original Vans Authentic was introduced in 1966 and nearly 4 decades later is still going strong, its popularity extending from the original fans - skaters and surfers to all sorts. Now remodeled into a low top lace-up with a slim silhouette, the Vans Authentic Lo Pro features sturdy canvas uppers with lower sidewalls, metal eyelets, and low profile mini waffle outsoles for a lightweight feel.",VANS,Uncategorized,SHOES,"clothes, egnition-sample-data, men, sale, summer, vans",True,Size,4,,Color,burgandy,,,,,VN-01-4-burgandy,0.0,shopify,deny,manual,29.0,,True,True,,,,,,https://cdn.shopify.com/s/files/1/0707/7753/6680/files/product_1_image1.jpg?v=1756098597,1.0,VANS |AUTHENTIC | LO PRO | BURGANDY/WHITE,False,,,,,,,,Delivered,🚚 Order within the next {{ countdown }} for delivery by {{ deliverydate }}.,Estimated arrival,Estimated dispatch,Order placed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,True,,,active,vans-sk8-hi-decon-cutout-leaves-white,VANS | SK8-HI DECON (CUTOUT)| LEAVES/WHITE,Size,7,Color,white,,,"VN-05
-7-white",,,5,not stocked,not stocked
vans-authentic-lo-pro-burgandy-white,,,,,,,,,5,,,burgandy,,,,,VN-01-5-burgandy,0.0,shopify,deny,manual,29.0,,True,True,,,,,,https://cdn.shopify.com/s/files/1/0707/7753/6680/files/product_1_image2.jpg?v=1756098598,2.0,VANS |AUTHENTIC | LO PRO | BURGANDY/WHITE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,vans-sk8-hi-decon-cutout-leaves-white,VANS | SK8-HI DECON (CUTOUT)| LEAVES/WHITE,Size,8,Color,white,,,"VN-05
-8-white",,,5,not stocked,not stocked
vans-authentic-lo-pro-burgandy-white,,,,,,,,,10,,,burgandy,,,,,VN-01-10-burgandy,0.0,shopify,deny,manual,29.0,,True,True,,,,,,https://cdn.shopify.com/s/files/1/0707/7753/6680/files/product_1_image3.jpg?v=1756098597,3.0,VANS |AUTHENTIC | LO PRO | BURGANDY/WHITE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,vans-sk8-hi-decon-cutout-leaves-white,VANS | SK8-HI DECON (CUTOUT)| LEAVES/WHITE,Size,9,Color,white,,,"VN-05
-9-white",,,5,not stocked,not stocked
vans-authentic-lo-pro-burgandy-white,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0707/7753/6680/files/product_1_image4.jpg?v=1756098598,4.0,VANS |AUTHENTIC | LO PRO | BURGANDY/WHITE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,columbus-blue-jackets®-1,Columbus Blue Jackets®,Chair Base Colour,Blue,Jersey Option,Home,Chair Size,Adult,,,,10000,0,not stocked
vans-authentic-lo-pro-burgandy-white,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0707/7753/6680/files/product_1_image5.jpg?v=1756098598,5.0,VANS |AUTHENTIC | LO PRO | BURGANDY/WHITE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,columbus-blue-jackets®-1,Columbus Blue Jackets®,Chair Base Colour,Blue,Jersey Option,Home,Chair Size,Mini,,,,10000,0,not stocked
carolina-hurricanes®-custom,Carolina Hurricanes®,,bahadur-startbit,Furniture > Outdoor Furniture > Outdoor Seating > Outdoor Chairs,,,True,Chair Base Colour,black,product.metafields.shopify.color-pattern,Jersey Option,Home,,Chair Size,Adult,,,0.0,shopify,deny,manual,0.0,,True,True,,,,,,https://cdn.shopify.com/s/files/1/0707/7753/6680/files/CarHome_Black_Front_lo_c652e032-5d71-4300-a50a-5f9fd5242b77.webp?v=1752212482,1.0,,False,,,carolina-hurricanes®,,,,,Delivered,🚚 Order within the next {{ countdown }} for delivery by {{ deliverydate }}.,Estimated arrival,Estimated dispatch,Order placed,,,,,,,,,,,,,,,black; red; white,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0707/7753/6680/files/CarHome_Black_Front_lo_c652e032-5d71-4300-a50a-5f9fd5242b77.webp?v=1752212482,kg,,,True,,,active,columbus-blue-jackets®-1,Columbus Blue Jackets®,Chair Base Colour,Blue,Jersey Option,Away,Chair Size,Adult,,,,10000,0,not stocked
carolina-hurricanes®-custom,,,,,,,,,black,,,Home,,,Mini,,,0.0,shopify,deny,manual,0.0,,True,True,,,,,,https://cdn.shopify.com/s/files/1/0707/7753/6680/files/Car_Away_Black_Front_lo_67cf0edd-6b75-46f0-b1b5-2262eb5702b9.webp?v=1752212688,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0707/7753/6680/files/CarHome_Black_Front_lo_c652e032-5d71-4300-a50a-5f9fd5242b77.webp?v=1752212482,kg,,,,,,,columbus-blue-jackets®-1,Columbus Blue Jackets®,Chair Base Colour,Blue,Jersey Option,Away,Chair Size,Mini,,,,5000,0,not stocked
carolina-hurricanes®-custom,,,,,,,,,black,,,Away,,,Adult,,,0.0,shopify,deny,manual,0.0,,True,True,,,,,,https://cdn.shopify.com/s/files/1/0707/7753/6680/files/Car_3rd_Black_Front_lo_6337f494-caae-403d-ab61-98ffc27b60ac.webp?v=1752212482,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0707/7753/6680/files/Car_Away_Black_Front_lo_67cf0edd-6b75-46f0-b1b5-2262eb5702b9.webp?v=1752212688,kg,,,,,,,columbus-blue-jackets®-1,Columbus Blue Jackets®,Chair Base Colour,Black,Jersey Option,Home,Chair Size,Adult,,,,5000,0,not stocked
carolina-hurricanes®-custom,,,,,,,,,black,,,Away,,,Mini,,,0.0,shopify,deny,manual,0.0,,True,True,,,,,,https://cdn.shopify.com/s/files/1/0707/7753/6680/files/CarHome_Red_Front_lo_757c0488-7015-408e-b9b0-462d4e658969.webp?v=1752212482,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0707/7753/6680/files/Car_Away_Black_Front_lo_67cf0edd-6b75-46f0-b1b5-2262eb5702b9.webp?v=1752212688,kg,,,,,,,columbus-blue-jackets®-1,Columbus Blue Jackets®,Chair Base Colour,Black,Jersey Option,Home,Chair Size,Mini,,,,5000,0,not stocked
carolina-hurricanes®-custom,,,,,,,,,black,,,Third,,,Adult,,,0.0,shopify,deny,manual,0.0,,True,True,,,,,,https://cdn.shopify.com/s/files/1/0707/7753/6680/files/Car_Away_Red_Front_lo_1e669117-2158-4b09-a0ac-5caba8fcf57e.webp?v=1752212855,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0707/7753/6680/files/Car_3rd_Black_Front_lo_6337f494-caae-403d-ab61-98ffc27b60ac.webp?v=1752212482,kg,,,,,,,columbus-blue-jackets®-1,Columbus Blue Jackets®,Chair Base Colour,Black,Jersey Option,Away,Chair Size,Adult,,,,5000,0,not stocked
carolina-hurricanes®-custom,,,,,,,,,black,,,Third,,,Mini,,,0.0,shopify,deny,manual,0.0,,True,True,,,,,,https://cdn.shopify.com/s/files/1/0707/7753/6680/files/Car_3rd_Red_Front_lo_e934564e-0df6-4a71-9e13-ae5b55988e7e.webp?v=1752212482,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0707/7753/6680/files/Car_3rd_Black_Front_lo_6337f494-caae-403d-ab61-98ffc27b60ac.webp?v=1752212482,kg,,,,,,,columbus-blue-jackets®-1,Columbus Blue Jackets®,Chair Base Colour,Black,Jersey Option,Away,Chair Size,Mini,,,,5000,0,not stocked
carolina-hurricanes®-custom,,,,,,,,,red,,,Home,,,Adult,,,0.0,shopify,deny,manual,0.0,,True,True,,,,,,https://cdn.shopify.com/s/files/1/0707/7753/6680/files/CarHome_White_Front_lo_d165bc3f-f6c6-48c5-bb41-0a765e1e6224.webp?v=1752212482,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0707/7753/6680/files/CarHome_Red_Front_lo_757c0488-7015-408e-b9b0-462d4e658969.webp?v=1752212482,kg,,,,,,,columbus-blue-jackets®-1,Columbus Blue Jackets®,Chair Base Colour,White,Jersey Option,Home,Chair Size,Adult,,,,5000,0,not stocked
carolina-hurricanes®-custom,,,,,,,,,red,,,Home,,,Mini,,,0.0,shopify,deny,manual,0.0,,True,True,,,,,,https://cdn.shopify.com/s/files/1/0707/7753/6680/files/Car_Away_White_Front_lo_d643bc48-820b-4843-863c-805e5019fa1e.webp?v=1752212482,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0707/7753/6680/files/CarHome_Red_Front_lo_757c0488-7015-408e-b9b0-462d4e658969.webp?v=1752212482,kg,,,,,,,columbus-blue-jackets®-1,Columbus Blue Jackets®,Chair Base Colour,White,Jersey Option,Home,Chair Size,Mini,,,,5000,0,not stocked
carolina-hurricanes®-custom,,,,,,,,,red,,,Away,,,Adult,,,0.0,shopify,deny,manual,0.0,,True,True,,,,,,https://cdn.shopify.com/s/files/1/0707/7753/6680/files/Car_3rd_White_Front_lo_dacac721-cb7e-4659-9077-493983099468.webp?v=1752212482,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0707/7753/6680/files/Car_Away_Red_Front_lo_1e669117-2158-4b09-a0ac-5caba8fcf57e.webp?v=1752212855,kg,,,,,,,columbus-blue-jackets®-1,Columbus Blue Jackets®,Chair Base Colour,White,Jersey Option,Away,Chair Size,Adult,,,,5000,0,not stocked
carolina-hurricanes®-custom,,,,,,,,,red,,,Away,,,Mini,,,0.0,shopify,deny,manual,0.0,,True,True,,,,,,https://cdn.shopify.com/s/files/1/0707/7753/6680/files/Car_Away_White_Back_Blank_lo.webp?v=1752212482,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0707/7753/6680/files/Car_Away_Red_Front_lo_1e669117-2158-4b09-a0ac-5caba8fcf57e.webp?v=1752212855,kg,,,,,,,columbus-blue-jackets®-1,Columbus Blue Jackets®,Chair Base Colour,White,Jersey Option,Away,Chair Size,Mini,,,,5000,0,not stocked
carolina-hurricanes®-custom,,,,,,,,,red,,,Third,,,Adult,,,0.0,shopify,deny,manual,0.0,,True,True,,,,,,https://cdn.shopify.com/s/files/1/0707/7753/6680/files/Car_Home_Black_Back_Blank_lo.webp?v=1752212482,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0707/7753/6680/files/Car_3rd_Red_Front_lo_e934564e-0df6-4a71-9e13-ae5b55988e7e.webp?v=1752212482,kg,,,,,,,colorado-avalanche®-custom,Colorado Avalanche®,Chair Base Colour,Blue,Jersey Option,Home,Chair Size,Adult,,,,10000,0,not stocked
carolina-hurricanes®-custom,,,,,,,,,red,,,Third,,,Mini,,,0.0,shopify,deny,manual,0.0,,True,True,,,,,,https://cdn.shopify.com/s/files/1/0707/7753/6680/files/Car_Home_Red_Back_Blank_lo.webp?v=1752212482,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0707/7753/6680/files/Car_3rd_Red_Front_lo_e934564e-0df6-4a71-9e13-ae5b55988e7e.webp?v=1752212482,kg,,,,,,,colorado-avalanche®-custom,Colorado Avalanche®,Chair Base Colour,Blue,Jersey Option,Home,Chair Size,Mini,,,,10000,0,not stocked
carolina-hurricanes®-custom,,,,,,,,,white,,,Home,,,Adult,,,0.0,shopify,deny,manual,0.0,,True,True,,,,,,https://cdn.shopify.com/s/files/1/0707/7753/6680/files/Car_Home_White_Back_Blank_lo.webp?v=1752212482,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0707/7753/6680/files/CarHome_White_Front_lo_d165bc3f-f6c6-48c5-bb41-0a765e1e6224.webp?v=1752212482,kg,,,,,,,colorado-avalanche®-custom,Colorado Avalanche®,Chair Base Colour,Blue,Jersey Option,Away,Chair Size,Adult,,,,10000,0,not stocked
carolina-hurricanes®-custom,,,,,,,,,white,,,Home,,,Mini,,,0.0,shopify,deny,manual,0.0,,True,True,,,,,,https://cdn.shopify.com/s/files/1/0707/7753/6680/files/Car_Third_Black_Back_Blank_lo.webp?v=1752212482,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0707/7753/6680/files/CarHome_White_Front_lo_d165bc3f-f6c6-48c5-bb41-0a765e1e6224.webp?v=1752212482,kg,,,,,,,colorado-avalanche®-custom,Colorado Avalanche®,Chair Base Colour,Blue,Jersey Option,Away,Chair Size,Mini,,,,10000,0,not stocked
carolina-hurricanes®-custom,,,,,,,,,white,,,Away,,,Adult,,,0.0,shopify,deny,manual,0.0,,True,True,,,,,,https://cdn.shopify.com/s/files/1/0707/7753/6680/files/Car_Third_Red_Back_Blank_lo.webp?v=1752212482,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0707/7753/6680/files/Car_Away_White_Front_lo_d643bc48-820b-4843-863c-805e5019fa1e.webp?v=1752212482,kg,,,,,,,colorado-avalanche®-custom,Colorado Avalanche®,Chair Base Colour,Black,Jersey Option,Home,Chair Size,Adult,,,,10000,0,not stocked
carolina-hurricanes®-custom,,,,,,,,,white,,,Away,,,Mini,,,0.0,shopify,deny,manual,0.0,,True,True,,,,,,https://cdn.shopify.com/s/files/1/0707/7753/6680/files/Car_Third_White_Back_Blank_lo.webp?v=1752212482,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0707/7753/6680/files/Car_Away_White_Front_lo_d643bc48-820b-4843-863c-805e5019fa1e.webp?v=1752212482,kg,,,,,,,colorado-avalanche®-custom,Colorado Avalanche®,Chair Base Colour,Black,Jersey Option,Home,Chair Size,Mini,,,,10000,0,not stocked
carolina-hurricanes®-custom,,,,,,,,,white,,,Third,,,Adult,,,0.0,shopify,deny,manual,0.0,,True,True,,,,,,https://cdn.shopify.com/s/files/1/0707/7753/6680/files/Car_Away_Black_Back_Blank_lo.webp?v=1752212688,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0707/7753/6680/files/Car_3rd_White_Front_lo_dacac721-cb7e-4659-9077-493983099468.webp?v=1752212482,kg,,,,,,,colorado-avalanche®-custom,Colorado Avalanche®,Chair Base Colour,Black,Jersey Option,Away,Chair Size,Adult,,,,10000,0,not stocked
carolina-hurricanes®-custom,,,,,,,,,white,,,Third,,,Mini,,,0.0,shopify,deny,manual,0.0,,True,True,,,,,,https://cdn.shopify.com/s/files/1/0707/7753/6680/files/Car_Away_Red_Back_Blank_lo.webp?v=1752212855,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0707/7753/6680/files/Car_3rd_White_Front_lo_dacac721-cb7e-4659-9077-493983099468.webp?v=1752212482,kg,,,,,,,colorado-avalanche®-custom,Colorado Avalanche®,Chair Base Colour,Black,Jersey Option,Away,Chair Size,Mini,,,,10000,0,not stocked
chicago-blackhawks®-custom,Chicago Blackhawks®,,bahadur-startbit,"Furniture > Chairs > Armchairs, Recliners & Sleeper Chairs > Armchairs",,,True,Chair Base Colour,black,product.metafields.shopify.color-pattern,Jersey Option,Home,,Chair Size,Adult,,,0.0,shopify,deny,manual,0.0,,True,True,,,,,,https://cdn.shopify.com/s/files/1/0707/7753/6680/files/Chi_Home_Black_Front_lo_388bc326-513c-4258-ab2e-f8b53300b932.webp?v=1752210506,1.0,,False,,,carolina-hurricanes®,,,,,Delivered,🚚 Order within the next {{ countdown }} for delivery by {{ deliverydate }}.,Estimated arrival,Estimated dispatch,Order placed,,,,,,,,,,,,,,,black; red; white,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0707/7753/6680/files/Chi_Home_Black_Front_lo_388bc326-513c-4258-ab2e-f8b53300b932.webp?v=1752210506,kg,,,True,,,active,colorado-avalanche®-custom,Colorado Avalanche®,Chair Base Colour,White,Jersey Option,Home,Chair Size,Adult,,,,10000,0,not stocked
chicago-blackhawks®-custom,,,,,,,,,black,,,Home,,,Mini,,,0.0,shopify,deny,manual,0.0,,True,True,,,,,,https://cdn.shopify.com/s/files/1/0707/7753/6680/files/Chi_Away_Black_Front_lo_efb4d2ee-d775-4bf6-90ae-cbed841ff33d.webp?v=1752210506,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0707/7753/6680/files/Chi_Home_Black_Front_lo_388bc326-513c-4258-ab2e-f8b53300b932.webp?v=1752210506,kg,,,,,,,colorado-avalanche®-custom,Colorado Avalanche®,Chair Base Colour,White,Jersey Option,Home,Chair Size,Mini,,,,10000,0,not stocked
